-3.94895,-6.70337,9.84607,-0.559953,7.84587,3.55007,-3.20533,-8.42608,1.31319,-2.98215,-3.85491,5.97746,-9.54651,2.94134,5.37566,7.85264,6.49505,1.25934,-5.8733,0.380325,-5.73699,4.0947,2.76944,4.38938,4.60028,6.3112,-4.36755,-8.50039,-1.19947,7.5248,-2.39183,-2.39413,0.404823,9.87126,8.29547,-5.17821,2.442,9.26865,8.63311,7.38252,-5.77796,2.51071,-3.67258,8.41883,-6.06993,-8.12857,2.4898,3.58621,-5.11673,6.18593,4.40748,-9.24592,1.46827,-8.77684,-5.45729,-6.37786,-4.21873,4.50987,-0.829079,1.97453,9.6082,-2.79987,-6.25972,8.21227,9.18425,-1.0244,4.51227,5.15167,-6.73191,-0.433633,-2.65394,3.42996,-9.98399,9.72536,-9.23386,-9.36278,-7.8586,-9.99768,0.965346,9.24911,1.99588,1.7016,9.29317,2.29665,0.371793,6.22396,-2.83271,-9.3606,-0.243504,0.289811,5.03305,-0.488475,3.35152,0.493041,-3.93244,-3.81546,6.60996,-2.30125,-7.08519,5.56022,5.60359
6.73685,5.75284,-9.49703,-0.228676,3.68471,4.52988,9.2707,-4.90258,-6.40201,-8.51071,-9.37501,-0.88374,-9.05979,-9.91292,6.29304,-9.72282,1.17937,-8.82201,-3.14566,6.647,-2.67581,-0.609701,2.06632,-7.40366,6.36421,-1.88614,7.13643,0.00872138,-7.3774,7.15561,-6.22796,4.47,4.54268,8.47917,-5.82884,5.35199,0.692019,6.8884,-9.52818,-0.979716,-1.94191,-5.78054,-2.43881,-4.92801,-7.8719,5.17316,-0.526172,-3.54024,4.06469,-7.34267,9.99863,-5.31529,8.64525,2.09921,1.19793,8.59257,-3.38081,6.75564,9.65767,9.17743,0.773833,1.66036,-9.22467,-9.64645,4.07209,-8.0669,5.91432,2.30821,-0.545717,-3.56223,6.15273,7.66679,9.54351,-0.130859,-7.79216,-4.19275,8.7257,-4.70362,7.50277,-5.83121,-3.90079,-1.79875,2.47665,-6.46775,0.616568,-6.49705,2.1977,-9.98961,-3.09335,-1.71391,4.91441,7.72392,9.66438,1.97441,6.05293,7.5614,-4.77983,4.72762,2.89711,0.504564,-5.60866
4.89906,-2.53381,5.12002,-7.55945,-9.46749,7.01487,0.139604,-2.8064,-7.00036,5.51011,-9.37928,3.87405,1.38614,7.07446,9.87578,8.79566,2.84322,-5.07083,-4.74338,-1.02216,7.06281,-8.91461,7.8645,-7.69268,-5.12861,3.43269,7.4053,-2.78399,-3.92102,3.49163,-2.87998,1.35067,-9.26653,8.93956,-3.66461,5.16436,0.498642,-3.41346,-0.539061,-9.17453,0.410284,-2.38589,-9.18604,0.950889,0.946089,0.894478,9.91395,-5.69196,1.64897,8.94386,-3.49587,-5.98763,-5.28869,-7.35964,-7.32086,4.42997,-4.91064,8.8291,2.37447,-8.48923,3.07865,5.78305,-5.51222,-0.144353,-6.5333,3.0219,-3.811,3.16015,0.176577,4.5652,-6.64098,0.461617,-9.25825,0.520541,8.86175,4.24631,-6.35283,5.1943,-3.57385,8.45154,4.56474,7.3971,-3.97324,4.06983,-3.27793,8.62305,-5.19984,0.34628,8.40356,9.95494,0.100812,5.08842,5.35155,1.41227,-2.86812,-0.779852,-8.0241,-4.34837,-8.10949,0.200707,-0.465381
-5.9739,1.57613,-4.01899,-2.03319,7.29115,-4.14693,9.03998,6.72945,-6.78888,5.76111,-4.31144,-1.16244,-6.21136,-9.2209,1.67657,-6.68997,-9.2629,1.5583,-9.23895,-5.07961,-2.60602,-3.18336,4.35457,-0.671057,5.33764,7.61049,-6.18315,4.28297,-8.16108,-8.19715,-1.9019,1.74683,-6.33051,-8.79556,6.59088,8.21388,-5.26343,-8.24408,0.155991,-8.0077,3.04467,1.11814,-0.736073,6.80042,-4.33567,2.64423,8.51281,-2.20248,9.36672,-7.6144,-8.59889,6.20755,-6.57402,-5.78448,7.57255,2.06828,6.25815,-1.92593,-7.00443,-3.32356,-8.88968,5.77248,-3.95042,2.86631,4.10711,-1.17419,-9.96499,6.18573,-1.57032,1.51517,-1.54099,1.72432,3.8752,-5.74888,-7.02426,4.18419,8.30075,-4.05777,-4.94518,9.9498,-0.839308,8.7026,-8.74189,2.90003,-0.536317,7.3558,3.85171,2.57805,8.49818,5.45223,5.69805,4.61068,6.84222,-0.940673,-1.60273,0.96322,-5.24138,-6.89913,-4.39512,4.20463,5.78404
1.06055,3.16851,4.03278,2.34471,1.38379,-4.97804,4.31646,-6.48343,1.01963,-3.12797,8.4752,2.41228,7.77562,-1.45179,2.55839,-8.39888,-3.07228,-4.72513,9.05533,0.620758,5.13574,-6.63367,2.4333,-4.58809,9.01297,-3.43378,5.31968,-8.54354,-7.18786,1.71992,-6.97683,5.41485,0.504769,5.97946,-8.0166,-0.171211,-3.14018,3.12825,-1.35396,5.61443,-0.786106,3.40247,4.1088,5.20885,4.75038,2.44725,2.41792,-2.3315,-7.03283,-2.15946,2.39569,-6.19001,2.3712,2.35538,2.8153,3.00251,-9.24212,3.81652,2.73578,8.52466,-2.16206,3.80653,2.82986,2.12168,-8.53927,-3.48753,9.05819,0.67318,9.95834,3.5606,2.82103,2.54364,-5.93808,-8.86514,-0.0834825,5.34696,-9.06116,-9.97654,7.80994,8.77465,-0.526749,-1.86304,-1.5852,4.74348,6.46944,-1.32851,-6.60504,-6.11195,4.21596,6.94229,-4.1073,-2.36322,-6.6568,2.20801,-3.5354,-2.48546,-5.46747,-7.99098,-1.77702,6.33398,2.16757
7.00234,-0.162876,2.27686,-1.658,0.92051,1.29461,-9.07854,2.66323,2.131,-4.6271,-3.84001,0.773445,-0.810779,-0.970867,-7.49636,7.55461,9.21053,8.04425,-4.51712,-0.656892,-1.35273,6.125,5.59511,8.55896,1.01294,9.83876,-1.50284,-7.7106,-6.9139,8.75047,4.45293,1.75774,-2.49983,6.77762,0.0265952,5.37158,0.159142,7.16525,-7.98617,-9.53943,-1.78528,-5.9273,2.61566,-7.77584,-8.14538,9.87466,-7.77159,5.34448,-1.47947,1.4837,-4.86265,-1.58241,-9.92646,-0.617523,4.63888,-1.49012,9.06238,-0.868359,-5.41017,-3.85389,-3.72448,1.61595,7.96611,-1.34163,-1.03557,0.940413,5.79673,9.28677,-9.14731,-5.00551,-5.17633,-6.92141,-3.01313,-9.74477,-1.07417,9.71399,0.0611057,4.19398,-9.18092,1.78559,1.57696,-2.05782,5.41823,2.84581,-9.21352,-0.566238,-6.36222,-2.04409,5.62528,-3.78232,3.70951,9.02905,-1.14495,6.97763,0.233689,2.01536,-2.67877,-9.1033,9.96598,2.30563,-7.9694
-8.69045,-6.07603,4.64893,9.29209,-4.26671,-3.71888,0.764913,-1.49112,-4.78455,-2.84471,-3.56705,-9.74151,4.65316,-1.08186,0.107082,5.66562,-5.07174,-0.746151,3.63452,-6.59802,-0.439834,-7.5924,-8.24845,0.646153,-0.0943488,5.8743,7.64271,5.70794,-2.22077,-4.06009,-3.6252,-7.2221,-4.63396,-9.1175,1.22448,-5.386,3.96021,1.20399,5.27491,2.98301,-9.89864,3.74699,-8.67744,-3.5819,-8.647,1.45575,-5.14188,8.70742,-0.503739,-0.764546,-4.41552,2.46663,-4.89401,0.194281,3.63608,4.30078,-3.46679,4.06354,-5.77919,9.87464,5.0016,4.38574,0.292481,7.2182,-6.60364,-8.94905,-5.12404,-8.07026,0.779247,7.32637,1.84723,-7.72436,7.03592,9.52528,2.94213,4.9301,-7.64022,3.39108,-8.56622,-2.58359,6.82569,-9.61323,7.60091,9.10002,-7.6857,1.84709,-4.27968,9.39537,2.11498,-2.00667,-0.189782,-0.484312,-8.70726,-9.19923,-7.23444,-3.91204,-5.92126,0.495751,4.09034,-5.2195,-4.41698
-9.00063,1.5841,-3.18527,-4.95181,6.66995,-3.90392,2.29154,-3.12667,-3.05506,9.77494,-3.11903,0.807476,-7.41653,2.4317,8.48377,-8.81963,-4.87443,-9.04126,3.95459,-0.915631,4.19104,-2.06352,-3.58254,-3.73029,-3.53424,-7.65869,-9.2266,-8.67637,6.95235,8.32074,-8.4207,-3.50717,-2.48202,8.96291,-3.53394,-2.4993,7.99457,-1.26479,-2.48887,-8.56208,-6.03487,1.18655,-9.79441,-4.31092,2.93774,4.62595,1.1354,9.40219,-9.4002,9.38697,3.76155,-5.13882,-6.74736,-3.23733,-5.87773,-3.55463,-1.01399,-2.07062,-7.63312,3.15981,4.79034,0.463829,-6.27962,-4.37004,-9.14377,0.722469,-1.23196,-1.80934,-6.03705,-0.149907,0.996287,3.12398,7.60506,-4.71331,-0.408228,-2.77219,-5.46579,-1.51091,7.74767,3.12761,4.11031,5.38407,9.3663,-3.65221,-1.62781,-1.69086,-8.5511,-7.78147,-0.299713,-7.37795,0.179993,-4.46117,-2.57781,-8.48251,-0.300218,8.22595,-0.527287,-9.81645,1.31525,5.9444,9.99466
-3.83018,-4.96241,-1.51817,5.80362,0.0599212,2.73985,-1.48447,9.39813,6.51895,9.96293,8.98793,-0.0410757,6.9344,-6.64693,-4.2155,9.27489,-6.5654,-2.45372,4.99157,-7.38705,-1.83085,-1.36043,-0.462136,8.10456,8.84064,7.64354,-2.29944,-3.34008,-2.25252,-4.98524,0.540057,2.92293,-3.44305,4.9416,0.574457,5.10443,-5.63867,5.53662,6.02177,5.91756,-0.685267,-5.1232,5.52756,-0.397156,-9.25559,-3.10641,-6.06492,3.49158,7.38462,7.54545,5.83991,-6.38489,2.29698,-3.54504,-6.6071,-9.06302,8.95652,1.84696,-8.61016,-2.34804,7.84757,6.13634,9.48621,-6.02908,-9.60396,-6.0903,7.6952,-7.69831,7.52558,7.47633,-2.27777,-3.16369,-7.54881,-0.367464,4.35809,3.96436,-3.94011,6.77868,-6.40242,-9.63786,-7.02202,6.94336,9.61271,0.620108,0.700888,5.39102,-3.86015,4.17185,-1.55798,-0.258548,3.98826,-6.5363,-6.23115,3.8262,-7.93784,-4.46187,1.67319,-5.12848,2.11054,9.58497,8.3229
1.1876,4.65721,-7.84442,-3.2161,-1.21042,-5.95655,8.04695,-6.46264,8.99713,2.57862,-5.34372,-2.58053,6.44942,-2.69482,7.51376,-4.97536,2.02427,1.48216,-4.3476,3.77795,-1.08992,-0.309775,2.71351,8.37386,-0.634941,7.13457,7.48772,6.43264,-9.87226,-1.92504,-9.04017,-3.51543,-5.18873,0.695268,-8.50399,-5.03992,-7.13108,-0.742736,-7.86942,-0.823241,9.41794,-6.33523,8.72808,3.60923,4.13669,9.21328,1.83354,-5.21076,-9.03622,-6.14423,-7.73705,5.56199,8.15991,-5.43567,-9.37952,7.27613,-1.62693,-4.85273,-1.83144,-4.08938,-9.54677,8.51994,-4.8037,-5.01821,-5.60367,4.3978,-7.05859,-7.44137,-5.13783,1.83935,-6.05713,-1.17068,-6.34224,-6.05452,0.760343,-0.0488074,2.55933,8.41897,-2.56206,-3.82925,-3.9422,2.91709,8.82921,9.28384,-6.71135,8.8253,7.06803,-4.85552,-9.58676,-0.366316,-9.63317,-4.59728,6.87115,3.03048,5.88426,7.99433,-6.1493,5.95558,-7.48456,7.66277,4.98842
